Date,Close,Open,RoR
2017-05-17,1258.7,1237.2,0.017377950210151955
2017-05-18,1252.8,1261.4,-0.006817821468210033
2017-05-19,1253.6,1246.8,0.005453962143086265
2017-05-22,1261.4,1257.5,0.0031013916500994758
2017-05-23,1255.5,1260.4,-0.0038876547127896623
2017-05-24,1253.1,1251.1,0.0015985932379506036
2017-05-25,1259.8,1261.6,-0.0014267596702599514
2017-05-26,1271.4,1258.6,0.01017003019227728
2017-05-30,1265.7,1270.1,-0.0034642941500668168
2017-05-31,1275.4,1265.7,0.007663743383108197
2017-06-01,1270.1,1271.6,-0.0011796162315193459
2017-06-02,1280.2,1268.0,0.009621451104100983
2017-06-05,1282.7,1282.6,7.796663028234557e-05
2017-06-06,1297.5,1282.5,0.011695906432748537
2017-06-07,1293.2,1297.0,-0.0029298380878951076
2017-06-08,1279.5,1289.5,-0.0077549437766576195
2017-06-09,1271.4,1283.5,-0.009427347097779438
2017-06-12,1268.9,1269.7,-0.000630070095298066
2017-06-13,1268.6,1267.7,0.0007099471483788464
2017-06-14,1275.9,1268.4,0.005912961210974455
2017-06-15,1254.6,1262.7,-0.006414825374198255
2017-06-16,1256.5,1255.6,0.0007167887862377278
2017-06-19,1246.7,1255.8,-0.007246376811594131
2017-06-20,1243.5,1245.4,-0.0015256142604786341
2017-06-21,1245.8,1243.9,0.001527453975399842
2017-06-22,1249.4,1246.4,0.0024069319640564824
2017-06-23,1256.4,1250.9,0.00439683427931889
2017-06-26,1246.4,1258.1,-0.009299737699705761
2017-06-27,1246.9,1245.2,0.0013652425313203063
2017-06-28,1249.1,1247.3,0.0014431171330072593
2017-06-29,1245.8,1249.6,-0.0030409731113956104
2017-06-30,1242.3,1245.2,-0.002328943141664063
2017-07-03,1219.2,1220.1,-0.0007376444553723987
2017-07-05,1221.7,1223.0,-0.0010629599345870439
2017-07-06,1223.3,1226.5,-0.002609050142682467
2017-07-07,1209.7,1224.6,-0.012167238281887854
2017-07-10,1213.2,1212.1,0.0009075158815280394
2017-07-11,1214.7,1213.8,0.0007414730598122351
2017-07-12,1219.1,1216.5,0.0021372790793258603
2017-07-13,1217.3,1219.2,-0.0015583989501313082
2017-07-14,1227.5,1216.4,0.009125287734297853
2017-07-17,1233.7,1228.7,0.00406934158053227
2017-07-18,1241.9,1233.3,0.0069731614367957
2017-07-19,1242.0,1242.0,0.0
2017-07-20,1245.5,1240.6,0.003949701757214325
2017-07-21,1261.0,1250.8,0.00815478094019831
2017-07-24,1260.7,1261.4,-0.0005549389567147974
2017-07-25,1258.5,1261.9,-0.0026943497899992795
2017-07-26,1255.6,1256.2,-0.00047763095048570007
2017-07-27,1266.5,1266.8,-0.00023681717713921262
2017-07-28,1275.3,1265.0,0.008142292490118542
2017-07-31,1273.4,1276.3,-0.0022721930580583433
2017-08-01,1279.4,1275.6,0.0029789902790844955
2017-08-02,1278.4,1275.2,0.0025094102885822186
2017-08-03,1274.4,1272.6,0.0014144271570015574
2017-08-04,1264.6,1275.3,-0.008390182702109344
2017-08-07,1264.7,1264.3,0.0003163806058689322
2017-08-08,1262.6,1262.9,-0.0002375484994854556
2017-08-09,1279.3,1266.1,0.010425716768027839
2017-08-10,1290.1,1283.2,0.005377182044887674
2017-08-11,1294.0,1292.5,0.0011605415860735009
2017-08-14,1290.4,1296.4,-0.0046282011724776305
2017-08-15,1279.7,1287.0,-0.005672105672105637
2017-08-16,1282.9,1276.9,0.004698880100242775
2017-08-17,1292.4,1290.0,0.0018604651162791403
2017-08-18,1291.6,1293.8,-0.0017004173751739415
2017-08-21,1296.7,1289.1,0.005895586067799346
2017-08-22,1291.0,1297.1,-0.004702798550612836
2017-08-23,1294.7,1290.4,0.003332300061996245
2017-08-24,1292.0,1296.0,-0.0030864197530864196
2017-08-25,1297.9,1291.3,0.005111128320297481
2017-08-28,1315.3,1297.6,0.013640567200986473
2017-08-29,1318.9,1320.5,-0.0012116622491479812
2017-08-30,1314.1,1314.8,-0.0005324003650745707
2017-08-31,1322.2,1314.1,0.006163914466174672
2017-09-01,1330.4,1339.7,-0.006941852653579125
2017-09-05,1344.5,1339.8,0.0035079862666069902
2017-09-06,1339.0,1345.0,-0.0044609665427509295
2017-09-07,1350.3,1339.0,0.008439133681852095
2017-09-08,1351.2,1354.0,-0.002067946824224486
2017-09-11,1335.7,1341.5,-0.004323518449496798
2017-09-12,1332.7,1331.7,0.0007509198768491401
2017-09-13,1328.0,1336.2,-0.006136805867385155
2017-09-14,1329.3,1327.6,0.0012805061765592388
2017-09-15,1325.2,1333.7,-0.006373247356976831
2017-09-18,1310.8,1324.0,-0.009969788519637496
2017-09-19,1310.6,1310.5,7.630675314758417e-05
2017-09-20,1316.4,1314.7,0.0012930706625085917
2017-09-21,1294.8,1304.8,-0.007664009809932557
2017-09-22,1297.5,1294.1,0.0026273085542076278
2017-09-25,1311.5,1301.5,0.00768344218209758
