Date,Close,Open,RoR
2017-05-17,1801.3,1729.3,0.04163534378072052
2017-05-18,1881.0,1801.3,0.04424582246155557
2017-05-19,1962.0,1881.0,0.0430622009569378
2017-05-20,2040.2,1962.0,0.039857288481141714
2017-05-21,2044.2,2040.2,0.001960592098813842
2017-05-22,2124.4,2044.2,0.03923295176597204
2017-05-23,2272.6,2124.4,0.06976087365844465
2017-05-24,2445.3,2272.6,0.07599225556631184
2017-05-25,2307.2,2445.3,-0.05647568805463557
2017-05-26,2244.9,2307.0,-0.02691807542262675
2017-05-27,2052.4,2244.9,-0.08574992204552541
2017-05-28,2189.0,2052.4,0.06655622685636324
2017-05-29,2278.2,2189.0,0.04074920054819544
2017-05-30,2192.6,2278.2,-0.03757352295672018
2017-05-31,2303.3,2192.6,0.050488005108090976
2017-06-01,2412.6,2303.3,0.04745365345374016
2017-06-02,2492.6,2412.6,0.03315924728508663
2017-06-03,2545.4,2492.6,0.021182700794351354
2017-06-04,2524.1,2545.4,-0.00836803645792417
2017-06-05,2705.0,2524.1,0.0716691097817044
2017-06-06,2870.5,2705.0,0.061182994454713494
2017-06-07,2691.5,2870.5,-0.06235847413342623
2017-06-08,2798.8,2691.5,0.039866245587962174
2017-06-09,2811.4,2798.8,0.004501929398313531
2017-06-10,2900.3,2811.4,0.031621256313580454
2017-06-11,2973.4,2900.3,0.02520428921146085
2017-06-12,2656.8,2973.4,-0.10647743324140711
2017-06-13,2713.0,2656.8,0.021153267088226367
2017-06-14,2467.3,2713.0,-0.09056395134537405
2017-06-15,2442.5,2467.3,-0.010051473270376598
2017-06-16,2508.6,2442.5,0.027062436028659122
2017-06-17,2655.1,2508.6,0.058399107071673444
2017-06-18,2539.6,2655.1,-0.04350118639599262
2017-06-19,2616.8,2539.6,0.030398487950858512
2017-06-20,2754.4,2616.8,0.05258330785692445
2017-06-21,2677.6,2754.4,-0.02788266047051996
2017-06-22,2722.8,2677.6,0.01688078876605926
2017-06-23,2710.4,2722.8,-0.004554135448802736
2017-06-24,2590.1,2710.4,-0.04438459268004729
2017-06-25,2541.6,2590.1,-0.018725145747268447
2017-06-26,2446.1,2541.6,-0.037574756059175325
2017-06-27,2583.8,2446.1,0.05629369199950954
2017-06-28,2577.7,2583.8,-0.002360863843950911
2017-06-29,2558.4,2577.7,-0.007487294875276304
2017-06-30,2480.6,2558.4,-0.030409631019387186
2017-07-01,2424.6,2480.6,-0.022575183423365317
2017-07-02,2536.5,2424.6,0.04615194258846824
2017-07-03,2572.5,2536.5,0.014192785334121822
2017-07-04,2617.3,2572.5,0.01741496598639463
2017-07-05,2627.9,2617.3,0.004049975165246593
2017-07-06,2614.2,2627.9,-0.00521328817687137
